timestamp,ip,location,confidence,image_path
2025-11-24 00:14:54,local,Unknown,0.670,static/falls\FALL_2025-11-24_00-14-54.jpg
2025-11-24 00:14:54,local,Unknown,0.620,static/falls\FALL_2025-11-24_00-14-54.jpg
2025-11-24 00:14:54,local,Unknown,0.715,static/falls\FALL_2025-11-24_00-14-54.jpg
2025-11-24 00:14:54,local,Unknown,0.693,static/falls\FALL_2025-11-24_00-14-54.jpg
2025-11-24 00:14:55,local,Unknown,0.693,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.615,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.699,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.699,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.608,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.602,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.629,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:55,local,Unknown,0.629,static/falls\FALL_2025-11-24_00-14-55.jpg
2025-11-24 00:14:56,local,Unknown,0.688,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.765,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.795,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.703,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.683,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.681,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.681,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.836,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.836,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.832,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.762,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:56,local,Unknown,0.816,static/falls\FALL_2025-11-24_00-14-56.jpg
2025-11-24 00:14:57,local,Unknown,0.817,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.817,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.766,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.778,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.778,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.797,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.795,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.742,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.742,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.753,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.781,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.771,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:57,local,Unknown,0.785,static/falls\FALL_2025-11-24_00-14-57.jpg
2025-11-24 00:14:58,local,Unknown,0.826,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.825,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.825,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.806,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.806,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.818,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.818,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.794,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.811,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.826,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.826,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:58,local,Unknown,0.798,static/falls\FALL_2025-11-24_00-14-58.jpg
2025-11-24 00:14:59,local,Unknown,0.806,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.825,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.815,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.777,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.773,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.811,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.806,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.798,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.804,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.861,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.873,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:14:59,local,Unknown,0.864,static/falls\FALL_2025-11-24_00-14-59.jpg
2025-11-24 00:15:00,local,Unknown,0.846,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.827,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.825,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.848,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.873,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.862,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.847,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.764,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.761,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.789,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.767,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:00,local,Unknown,0.692,static/falls\FALL_2025-11-24_00-15-00.jpg
2025-11-24 00:15:01,local,Unknown,0.809,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.601,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.696,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.783,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.734,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.751,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.799,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.799,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.794,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.743,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.743,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:01,local,Unknown,0.794,static/falls\FALL_2025-11-24_00-15-01.jpg
2025-11-24 00:15:02,local,Unknown,0.809,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.803,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.803,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.798,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.807,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.787,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.785,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.820,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.819,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.819,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.814,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:02,local,Unknown,0.803,static/falls\FALL_2025-11-24_00-15-02.jpg
2025-11-24 00:15:03,local,Unknown,0.810,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.810,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.819,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.822,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.837,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.819,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.823,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.820,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.813,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.804,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.804,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:03,local,Unknown,0.781,static/falls\FALL_2025-11-24_00-15-03.jpg
2025-11-24 00:15:04,local,Unknown,0.840,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.840,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.809,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.799,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.850,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.850,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.852,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.814,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.804,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.764,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.783,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:04,local,Unknown,0.754,static/falls\FALL_2025-11-24_00-15-04.jpg
2025-11-24 00:15:05,local,Unknown,0.838,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.838,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.861,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.856,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.866,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.850,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.860,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.871,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.874,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.875,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:05,local,Unknown,0.875,static/falls\FALL_2025-11-24_00-15-05.jpg
2025-11-24 00:15:06,local,Unknown,0.780,static/falls\FALL_2025-11-24_00-15-06.jpg
2025-11-24 00:15:06,local,Unknown,0.655,static/falls\FALL_2025-11-24_00-15-06.jpg
2025-11-24 00:15:07,local,Unknown,0.765,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.779,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.779,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.644,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.788,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.811,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.811,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.744,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:07,local,Unknown,0.682,static/falls\FALL_2025-11-24_00-15-07.jpg
2025-11-24 00:15:08,local,Unknown,0.657,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.657,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.620,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.655,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.743,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.761,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.761,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.788,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.710,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.812,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:08,local,Unknown,0.884,static/falls\FALL_2025-11-24_00-15-08.jpg
2025-11-24 00:15:09,local,Unknown,0.884,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.726,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.700,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.817,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.843,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.843,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.855,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.814,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:15:09,local,Unknown,0.789,static/falls\FALL_2025-11-24_00-15-09.jpg
2025-11-24 00:16:24,192.0.0.4:8080,Unknown,0.679,static/falls\FALL_2025-11-24_00-16-24.jpg
2025-11-24 00:16:24,192.0.0.4:8080,Unknown,0.772,static/falls\FALL_2025-11-24_00-16-24.jpg
2025-11-24 00:16:24,192.0.0.4:8080,Unknown,0.740,static/falls\FALL_2025-11-24_00-16-24.jpg
2025-11-24 00:16:24,192.0.0.4:8080,Unknown,0.783,static/falls\FALL_2025-11-24_00-16-24.jpg
2025-11-24 00:16:24,192.0.0.4:8080,Unknown,0.602,static/falls\FALL_2025-11-24_00-16-24.jpg
2025-11-24 00:16:25,192.0.0.4:8080,Unknown,0.606,static/falls\FALL_2025-11-24_00-16-25.jpg
2025-11-24 00:16:25,192.0.0.4:8080,Unknown,0.645,static/falls\FALL_2025-11-24_00-16-25.jpg
2025-11-24 00:16:25,192.0.0.4:8080,Unknown,0.617,static/falls\FALL_2025-11-24_00-16-25.jpg
2025-11-24 00:16:25,192.0.0.4:8080,Unknown,0.701,static/falls\FALL_2025-11-24_00-16-25.jpg
2025-11-24 00:16:25,192.0.0.4:8080,Unknown,0.694,static/falls\FALL_2025-11-24_00-16-25.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.778,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.788,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.793,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.803,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.842,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.776,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.662,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.786,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.836,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.804,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:26,192.0.0.4:8080,Unknown,0.654,static/falls\FALL_2025-11-24_00-16-26.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.764,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.721,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.851,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.813,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.853,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.784,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.632,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.798,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:27,192.0.0.4:8080,Unknown,0.826,static/falls\FALL_2025-11-24_00-16-27.jpg
2025-11-24 00:16:28,192.0.0.4:8080,Unknown,0.669,static/falls\FALL_2025-11-24_00-16-28.jpg
2025-11-24 00:16:28,192.0.0.4:8080,Unknown,0.628,static/falls\FALL_2025-11-24_00-16-28.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.680,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.605,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.714,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.716,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.782,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.819,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.868,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.648,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:32,192.0.0.4:8080,Unknown,0.675,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.815,static/falls\FALL_2025-11-24_00-16-32.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.843,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.649,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.679,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.847,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.788,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.618,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.601,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.769,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.725,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.700,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.820,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.688,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.706,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.904,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.665,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:33,192.0.0.4:8080,Unknown,0.698,static/falls\FALL_2025-11-24_00-16-33.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.693,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.748,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.850,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.608,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.676,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.711,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.607,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.642,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.614,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:34,192.0.0.4:8080,Unknown,0.609,static/falls\FALL_2025-11-24_00-16-34.jpg
2025-11-24 00:16:35,192.0.0.4:8080,Unknown,0.680,static/falls\FALL_2025-11-24_00-16-35.jpg
2025-11-24 00:16:35,192.0.0.4:8080,Unknown,0.722,static/falls\FALL_2025-11-24_00-16-35.jpg
2025-11-24 00:16:35,192.0.0.4:8080,Unknown,0.690,static/falls\FALL_2025-11-24_00-16-35.jpg
2025-11-24 00:16:35,192.0.0.4:8080,Unknown,0.703,static/falls\FALL_2025-11-24_00-16-35.jpg
2025-11-24 00:16:35,192.0.0.4:8080,Unknown,0.736,static/falls\FALL_2025-11-24_00-16-35.jpg
2025-11-24 00:16:36,192.0.0.4:8080,Unknown,0.667,static/falls\FALL_2025-11-24_00-16-36.jpg
2025-11-24 00:16:36,192.0.0.4:8080,Unknown,0.685,static/falls\FALL_2025-11-24_00-16-36.jpg
2025-11-24 00:16:36,192.0.0.4:8080,Unknown,0.663,static/falls\FALL_2025-11-24_00-16-36.jpg
